plateifu,cd_re,cd_im,g2_re,g2_im,j3o_re,j3o_im,sl2_re,sl2_im
8717-12702,-6.50200877e-1,-1.86213646e-1,-1.75630638e0,-6.60521587e-1,-1.34787010e0,-7.11538677e-1,-1.27728651e-1,-3.67244509e-2
8717-12703,-2.99526399e-1,-7.36907405e-2,-8.47363573e-1,-3.01082588e-1,-6.84802382e-1,-3.80481414e-1,-5.99275114e-2,-1.07736524e-2
8717-1901,4.76269173e-1,1.37873646e-2,1.34216412e0,5.07250671e-2,1.11337725e0,5.78256675e-2,9.16720872e-2,2.52543508e-3
8717-1902,-4.45865252e-1,-9.44697964e-2,-1.22434032e0,-3.36870774e-1,-9.69423423e-1,-3.65988535e-1,-8.69185007e-2,-1.84422651e-2
8717-3704,-6.79718589e-1,-3.15456967e-1,-1.74315718e0,-1.09900869e0,-1.20378492e0,-1.15038011e0,-1.36222418e-1,-6.42922244e-2
8717-6101,-4.05046378e-1,-2.62416169e-1,-9.27934543e-1,-8.56573218e-1,-4.94398388e-1,-8.07252142e-1,-8.21191979e-2,-5.91409361e-2
8717-6102,-6.05704421e-1,-2.46354851e-1,-1.58251464e0,-8.63574350e-1,-1.13659304e0,-9.12885957e-1,-1.20597248e-1,-4.96602255e-2
8717-6103,-2.28889057e-1,-1.76255381e-1,-5.25111874e-1,-5.99052528e-1,-2.71932904e-1,-6.02455939e-1,-4.73430213e-2,-3.74476489e-2
8717-6104,-2.92294353e-1,-1.50489702e-1,-7.57445597e-1,-5.32168017e-1,-5.33381978e-1,-5.70434044e-1,-5.84976955e-2,-2.98524705e-2
8717-9101,-5.47651407e-1,-3.41359195e-1,-1.27266975e0,-1.12206559e0,-7.03518211e-1,-1.06989735e0,-1.11010308e-1,-7.61836113e-2
8718-12701,-2.54109503e-1,-2.12922666e-1,-5.15826042e-1,-6.16076566e-1,-2.16120326e-1,-4.90082151e-1,-4.54392902e-2,-5.34406254e-2
8718-12702,1.25822734e-1,1.50233889e-1,2.07569467e-1,4.61073450e-1,-4.41535683e-3,3.92050025e-1,2.54393392e-2,3.64400888e-2
8718-12704,-3.96920678e-1,-4.59578889e-1,-6.38627980e-1,-1.22385913e0,-6.30030002e-2,-8.36111641e-1,-6.02654785e-2,-1.22098080e-1
8718-12705,-3.46538708e-1,-6.63809821e-2,-9.77411611e-1,-2.50312344e-1,-8.07346649e-1,-2.94136961e-1,-6.71021900e-2,-1.15596549e-2
8718-1901,4.36177210e-1,2.30870693e-1,1.10165389e0,8.07049921e-1,7.32772908e-1,8.48970567e-1,8.81165473e-2,4.67842898e-2
8718-1902,-1.07604167e0,-3.50842726e-1,-2.87901101e0,-1.24008278e0,-2.16915941e0,-1.32838952e0,-2.12234744e-1,-6.96531850e-2
8718-3701,-1.78252072e-1,-1.04934978e-1,-4.49442626e-1,-3.68553735e-1,-2.97504896e-1,-3.90720793e-1,-3.60553600e-2,-2.10814024e-2
8718-3703,-5.51884361e-1,-4.25899683e-1,-1.17245497e0,-1.34013762e0,-5.03499174e-1,-1.19104903e0,-1.10667965e-1,-1.00392116e-1
8718-6101,-2.97269526e-1,-2.37484842e-1,-6.13117524e-1,-7.42417025e-1,-2.31877469e-1,-6.48615414e-1,-6.01449513e-2,-5.65993365e-2
8718-6102,-1.65614079e-1,-2.11168865e-1,-2.42230060e-1,-6.49274878e-1,7.85417721e-2,-5.44877059e-1,-3.52406215e-2,-5.15502900e-2
8718-6103,3.20390392e-1,1.39020889e-1,8.34860057e-1,4.88739738e-1,5.95789733e-1,5.19027238e-1,6.39010440e-2,2.78772105e-2
8718-6104,6.53041978e-2,2.25645360e-1,-7.70375232e-2,6.46795450e-1,-3.61220340e-1,4.75540331e-1,1.29921496e-2,5.90029467e-2
8718-9102,-8.46872694e-1,-3.42135089e-1,-2.21213367e0,-1.19804226e0,-1.58856627e0,-1.26437168e0,-1.68583349e-1,-6.90978218e-2
8719-12701,-2.78052752e-1,-1.57455575e-1,-6.49927775e-1,-4.94099958e-1,-3.79911470e-1,-4.40200086e-1,-5.44462777e-2,-3.70892233e-2
8719-12703,1.65389171e-1,2.10886036e-1,2.66960563e-1,6.55842210e-1,-2.24806597e-2,5.74363044e-1,3.36188835e-2,5.00766170e-2
8719-1901,1.67880861e0,4.76815532e-1,4.53855798e0,1.68784830e0,3.49089482e0,1.81281400e0,3.29471293e-1,9.43837262e-2
8719-1902,1.74710879e0,5.58378242e-1,4.68728521e0,1.97621345e0,3.55053219e0,2.12141489e0,3.44192906e-1,1.10582532e-1
8719-3701,5.56927527e0,9.16535500e-1,1.52580014e1,3.22059246e0,1.20408757e1,3.41882080e0,1.08585741e0,1.83909302e-1
8719-3702,-2.67396580e-1,-1.26655569e-1,-6.71708989e-1,-4.32211678e-1,-4.45536328e-1,-4.37816126e-1,-5.37053347e-2,-2.67245412e-2
8719-3703,1.81196981e-2,7.59531422e-2,-2.80432943e-2,2.33511418e-1,-1.20837536e-1,1.97454064e-1,4.49444765e-3,1.84678420e-2
8719-3704,1.51802810e0,6.41959458e-1,3.81739375e0,2.16418535e0,2.54431877e0,2.14738946e0,3.04212817e-1,1.38168309e-1
8719-6102,1.07807018e-1,1.96772723e-1,9.33756901e-2,5.90354670e-1,-1.73479431e-1,4.77074608e-1,2.24372762e-2,4.91307427e-2
8719-9101,5.80350992e-1,2.39951731e-1,1.51478282e0,8.44395542e-1,1.08382288e0,8.97707707e-1,1.15770289e-1,4.80443675e-2
8720-12701,-6.78752702e-1,-2.10817596e-1,-1.81911006e0,-7.44283021e-1,-1.37549519e0,-7.95840414e-1,-1.33746255e-1,-4.19437105e-2
8720-12703,-2.26804864e-1,-3.01056941e-1,-3.45969894e-1,-9.29177961e-1,6.83764194e-2,-7.95515092e-1,-4.66565054e-2,-7.27161577e-2
8720-12705,2.63583571e-3,-7.89586637e-2,3.63218944e-2,-2.81134164e-1,7.19073072e-2,-3.04650117e-1,-5.00591173e-4,-1.54608241e-2
8720-1901,9.47930186e-2,1.98579694e-2,2.68786460e-1,7.44109213e-2,2.24461135e-1,8.68993091e-2,1.82679064e-2,3.50013322e-3
8720-1902,-6.24335510e-1,-2.12675490e-1,-1.66741387e0,-7.52569771e-1,-1.25139773e0,-8.07560692e-1,-1.23273195e-1,-4.21351329e-2
8720-3701,1.66447107e-1,1.02012565e-1,3.98382540e-1,3.44579546e-1,2.35258470e-1,3.43399858e-1,3.38435199e-2,2.18739834e-2
8720-3703,-4.66098818e-1,-4.58889055e-2,-1.31411997e0,-1.69387039e-1,-1.09009692e0,-1.93872297e-1,-8.97724464e-2,-8.35134442e-3
8720-3704,1.67625596e0,6.63780045e-1,4.30767132e0,2.24794084e0,3.02291388e0,2.25976569e0,3.31918695e-1,1.41327042e-1
8720-6101,-2.35100509e-2,1.39271218e-2,-8.84438174e-2,1.86366763e-2,-8.53614399e-2,-1.73646228e-2,-6.22495099e-3,5.32921612e-3
8720-6102,-3.59993047e-1,-3.13936091e-1,-7.18111099e-1,-9.60748513e-1,-2.46567561e-1,-8.17441783e-1,-7.07574865e-2,-7.61496408e-2
8720-6103,-7.01139401e-2,-4.31909346e-2,-2.11610395e-1,-1.90241673e-1,-1.75379336e-1,-2.58693745e-1,-1.51200075e-2,-4.97854688e-3
8720-6104,-3.47805330e-1,-2.70359267e-1,-7.36823519e-1,-8.08011423e-1,-3.40832493e-1,-6.78083569e-1,-6.45030454e-2,-6.58505934e-2
8720-9102,1.33841995e-1,-4.21708871e-3,4.09683832e-1,-5.03202589e-3,3.85591224e-1,1.81469256e-2,2.42280685e-2,-2.27061170e-3
8721-12702,-1.73355135e-1,-1.37782413e-1,-3.44990389e-1,-4.73397612e-1,-1.05294700e-1,-4.36208516e-1,-4.25824998e-2,-3.51470434e-2
8721-12703,-2.70790024e-1,-1.85345513e-2,-7.63293407e-1,-6.84082631e-2,-6.33139392e-1,-7.82963839e-2,-5.21422080e-2,-3.37351304e-3
8721-12704,-1.91726781e-1,-2.15159012e-1,-4.12961700e-1,-7.44707483e-1,-1.64559973e-1,-7.71227848e-1,-4.07970542e-2,-4.43571700e-2
8721-12705,-1.34708473e-1,-1.31356294e-2,-3.95387970e-1,-1.05823722e-1,-3.16674472e-1,-1.69271421e-1,-3.15872496e-2,9.20746521e-4
8721-1902,2.38306936e0,7.65904401e-1,6.34463069e0,2.67198505e0,4.74967309e0,2.80781684e0,4.69458286e-1,1.55547947e-1
8721-3702,-1.21034646e-1,-2.95549545e-1,-5.00600038e-2,-9.33729375e-1,3.29264697e-1,-8.27480731e-1,-2.84744364e-2,-6.96850813e-2
8721-3703,1.69300600e-1,4.56627686e-2,4.57491198e-1,1.61119178e-1,3.51680748e-1,1.72151908e-1,3.32242992e-2,9.09364153e-3
8721-6101,2.16088090e-1,3.96952428e-1,1.55462512e-1,1.11043631e0,-3.65238951e-1,7.88417608e-1,3.85473487e-2,1.05199043e-1
8721-6103,4.92856367e-1,2.81827270e-1,1.20767607e0,9.64888038e-1,7.52564750e-1,9.82173342e-1,1.00011284e-1,5.91633655e-2
8721-9101,-5.21379698e-1,-3.46511244e-1,-1.19422558e0,-1.13227716e0,-6.37874661e-1,-1.07162002e0,-1.05393389e-1,-7.78579663e-2
8722-12701,-3.75571561e-1,-1.30720198e-1,-9.88968867e-1,-4.56343100e-1,-7.22676320e-1,-4.79266320e-1,-7.44742331e-2,-2.65446638e-2
8722-12703,-3.12152815e-1,-3.15812821e-1,-5.66314092e-1,-8.70540830e-1,-1.52421623e-1,-6.41939364e-1,-5.07962575e-2,-8.12897266e-2
8722-1902,-7.51084690e-1,-5.42965160e-1,-1.66167442e0,-1.76050885e0,-7.95765194e-1,-1.64084943e0,-1.52939485e-1,-1.23467289e-1
8722-3701,1.55403196e-1,-3.82052522e-3,4.36793906e-1,-1.37783252e-2,3.60703009e-1,-1.52362385e-2,2.99501569e-2,-7.29443374e-4
8722-3703,-5.21614046e-1,-1.53780370e-1,-1.42676179e0,-5.65335601e-1,-1.11144388e0,-6.38797057e-1,-1.02880167e-1,-2.83888622e-2
8722-6101,1.65324112e-1,1.59804026e-1,3.40676303e-1,5.31391494e-1,1.15682107e-1,5.15549361e-1,3.48423009e-2,3.51117559e-2
8722-6102,4.58795457e0,2.26366584e-1,1.28764165e1,8.19992988e-1,1.06045745e1,9.12907553e-1,8.84980635e-1,4.28365287e-2
8722-6103,-1.80541794e-1,-4.76934617e-2,-4.87600584e-1,-1.68340239e-1,-3.74329249e-1,-1.79940331e-1,-3.54482115e-2,-9.49291842e-3
8722-6104,1.17053694e0,4.40290868e-2,3.29621484e0,1.61561761e-1,2.73058630e0,1.83423168e-1,2.25408045e-1,8.11123998e-3
8722-9101,-3.07091493e-1,-7.32986821e-2,-8.45676691e-1,-2.65412869e-1,-6.71518560e-1,-2.95557393e-1,-5.98773729e-2,-1.38557057e-2
8722-9102,-2.53684580e-1,-4.39823509e-2,-7.14406477e-1,-1.65912476e-1,-5.88484382e-1,-1.94714061e-1,-4.91741762e-2,-7.66609989e-3
8723-12702,-4.23479693e-2,-1.01563674e-2,-1.18172379e-1,-1.80672745e-2,-1.10297655e-1,-5.16387875e-3,-6.00517904e-3,-3.07631644e-3
8723-1901,1.22704112e0,4.39857384e-1,3.24920502e0,1.54643389e0,2.39946210e0,1.64271120e0,2.42939956e-1,8.81842519e-2
8723-1902,-1.78539806e-1,-8.84295106e-2,-4.43118050e-1,-3.02450488e-1,-2.84442162e-1,-3.07008437e-1,-3.61322353e-2,-1.86073136e-2
8723-3701,1.61939897e0,3.45329076e-1,4.40801549e0,1.21236966e0,3.43918780e0,1.28641215e0,3.16420106e-1,6.93588541e-2
8723-3704,-2.01200916e-1,9.32998311e-2,-7.10053583e-1,2.65642457e-1,-7.69784834e-1,1.81656139e-1,-3.62192287e-2,2.50177810e-2
8723-6101,-4.16067636e-1,-2.42138908e-1,-9.87525459e-1,-8.05689987e-1,-5.73531437e-1,-7.81711558e-1,-8.45448134e-2,-5.32053519e-2
8723-6102,-3.19600543e-1,-1.13276255e-1,-8.44874203e-1,-3.98084490e-1,-6.21543240e-1,-4.22486431e-1,-6.33445490e-2,-2.27307181e-2
8723-6103,-4.99946371e-2,-2.25985265e-1,-1.86200243e-2,-7.88788376e-1,1.57397329e-1,-8.27972037e-1,-1.35387846e-2,-4.59099899e-2
8723-9101,-2.24710516e-1,-1.13499022e-1,-5.78978799e-1,-3.99300817e-1,-4.03084554e-1,-4.24552849e-1,-4.50333571e-2,-2.27289401e-2
8723-9102,8.15959179e-1,1.43879912e-1,2.26862982e0,5.19320511e-1,1.83653451e0,5.74862877e-1,1.58204867e-1,2.74294945e-2
8724-12703,1.37260125e0,2.94958273e-1,3.76050340e0,1.04848778e0,2.96565980e0,1.13359383e0,2.67796065e-1,5.79257691e-2
8724-12704,-1.15498768e-1,2.60712195e-1,-6.92503713e-1,4.02444070e-1,-8.01161904e-1,-1.14027118e-1,-5.86453102e-2,8.71058203e-2
8724-1901,9.53521218e0,1.88991996e0,2.62861675e1,6.76164984e0,2.09600878e1,7.38403694e0,1.85571731e0,3.66598093e-1
8724-3701,6.92758453e-1,7.78874373e-1,1.21090199e0,2.42449295e0,9.85533355e-2,2.11471619e0,1.41320053e-1,1.85891920e-1
8724-3703,2.42202276e0,6.11098951e-1,6.58714890e0,2.16819367e0,5.12373246e0,2.33714932e0,4.74147513e-1,1.20442849e-1
8724-3704,1.75397469e-2,2.80451862e-1,-2.97567909e-1,8.15902131e-1,-6.64279232e-1,6.06748940e-1,6.93428142e-3,7.28582273e-2
8724-6101,3.66272399e-1,-1.43403761e-1,1.10468063e0,-5.03734432e-1,1.02007929e0,-5.34069925e-1,6.80679257e-2,-2.88050014e-2
8724-6104,3.40182449e-1,2.14426868e-1,8.00904762e-1,7.03130823e-1,4.65352011e-1,6.73135826e-1,6.78797965e-2,4.77770514e-2
8724-9101,-1.93503678e-1,-1.69902840e-1,-3.75719115e-1,-4.47650399e-1,-1.55698065e-1,-3.03911724e-1,-3.00467584e-2,-4.52444693e-2
8724-9102,-7.35678214e-1,-5.10610946e-1,-1.65512936e0,-1.66572570e0,-8.33698375e-1,-1.56854423e0,-1.49715785e-1,-1.15151107e-1
8725-12701,-7.52646894e-1,-4.83700900e-1,-1.75230510e0,-1.60529681e0,-9.67694842e-1,-1.55503707e0,-1.53136072e-1,-1.06477655e-1
8725-12702,-2.73938807e-2,-2.75595923e-2,-1.77289541e-2,-7.58210235e-2,5.07663204e-2,-2.18336138e-2,-8.69274363e-3,-1.03676251e-2
8725-12703,4.23671354e-1,5.32589272e-1,6.47030783e-1,1.63829194e0,-1.35983208e-1,1.38236512e0,8.86907730e-2,1.29677722e-1
8725-12704,-2.68834426e-1,-9.21394236e-2,-7.39978075e-1,-3.31689349e-1,-5.88153808e-1,-3.65740293e-1,-5.23781876e-2,-1.76563227e-2
8725-12705,-1.44283097e-1,-1.28918173e-1,-2.75985482e-1,-3.90964667e-1,-7.34230202e-2,-3.23852413e-1,-2.87691245e-2,-3.17587466e-2
8725-1901,-3.42084571e-1,-1.23150275e-1,-8.93114038e-1,-4.24905868e-1,-6.43167998e-1,-4.38240002e-1,-6.78746039e-2,-2.55106793e-2
8725-1902,1.97810988e-1,5.29180270e-2,5.44610493e-1,1.90620997e-1,4.32926988e-1,2.10372804e-1,3.85474993e-2,1.01282692e-2
8725-3701,-4.20003029e-1,-3.08092567e-1,-9.05995241e-1,-9.71335170e-1,-4.09491406e-1,-8.64539137e-1,-8.43634912e-2,-7.25351537e-2
8725-3702,6.81684383e-1,-2.94239286e-2,1.96310683e0,-9.49825878e-2,1.68798594e0,-8.60485147e-2,1.29856834e-1,-6.79733460e-3
8725-3703,-7.46202007e-1,-4.87429535e-1,-1.71334622e0,-1.59841019e0,-9.16150760e-1,-1.51836798e0,-1.51489068e-1,-1.09133786e-1
8725-3704,-6.77709553e-1,-3.69559387e-1,-1.65389898e0,-1.24824533e0,-1.02725506e0,-1.24390599e0,-1.36975809e-1,-7.92468600e-2
8725-6101,-4.11594493e-1,-2.51161368e-1,-9.91776280e-1,-8.57755785e-1,-5.91262012e-1,-8.69119682e-1,-8.40273045e-2,-5.29590639e-2
8725-6103,1.12856817e0,-7.08802562e-2,3.24308811e0,-2.37480282e-1,2.77796852e0,-2.32001776e-1,2.15301072e-1,-1.54444491e-2
8725-9102,2.35134406e-1,3.80944352e-1,2.55837750e-1,1.02467691e0,-1.93954491e-1,7.07058035e-1,3.39403483e-2,1.01149283e-1
8726-12702,-5.46421711e-1,-4.36974733e-1,-1.13727128e0,-1.37154130e0,-4.48160951e-1,-1.21077310e0,-1.10157036e-1,-1.03447764e-1
8726-12703,-1.00435285e0,-4.11741180e-1,-2.60846828e0,-1.43469572e0,-1.85247668e0,-1.50240310e0,-2.00208072e-1,-8.38823228e-2
8726-12704,8.72679013e-2,6.30019042e-2,1.73684807e-1,1.44327296e-1,8.64830199e-2,6.49607149e-2,1.25381197e-2,1.84364041e-2
8726-12705,-6.45798731e-2,7.62522566e-2,-2.93450312e-1,2.10884361e-1,-3.77360973e-1,1.35083968e-1,-1.12349382e-2,2.09496714e-2
8726-1901,3.67631695e-1,5.64584600e-2,1.02613040e0,2.04095187e-1,8.36682373e-1,2.26504616e-1,7.11272785e-2,1.07285649e-2
8726-3701,7.48692914e-1,2.02766473e-1,2.05070958e0,7.28305921e-1,1.61439961e0,8.00007118e-1,1.46279676e-1,3.90368281e-2
8726-6102,-6.63382798e-1,-5.02972618e-1,-1.42911530e0,-1.61114833e0,-6.29136361e-1,-1.47086225e0,-1.34935154e-1,-1.16216169e-1
8726-6103,6.97179548e-2,-6.76485030e-2,3.06875970e-1,-1.81283754e-1,3.88373767e-1,-1.03700230e-1,1.20997682e-2,-1.91963188e-2
8726-6104,8.60295503e-1,4.08931105e-1,2.12482207e0,1.36920098e0,1.36252917e0,1.34403329e0,1.72926377e-1,8.89176092e-2
8726-9101,2.28308053e0,2.11649552e-1,6.41084154e0,7.77616037e-1,5.27920721e0,8.82929014e-1,4.40756238e-1,3.89385994e-2
8727-12704,-4.25115389e-1,-3.07631015e-1,-9.19504717e-1,-9.55473794e-1,-4.30054497e-1,-8.34186748e-1,-8.38406985e-2,-7.34205950e-2
8727-1901,-4.88844059e-1,-2.94755567e-1,-1.17738271e0,-1.00264755e0,-7.03051094e-1,-1.00972544e0,-9.96137612e-2,-6.25398348e-2
8727-1902,1.65135031e0,5.47791646e-1,4.37998910e0,1.91483755e0,3.24978676e0,2.01613953e0,3.26305033e-1,1.10947719e-1
8727-3703,3.11756640e0,1.16957895e0,8.10269670e0,4.02832451e0,5.78388863e0,4.14466117e0,6.19244593e-1,2.42934024e-1
8727-3704,-5.31827035e-1,-2.31328647e-1,-1.38410101e0,-8.24260932e-1,-9.76068938e-1,-8.87943503e-1,-1.07176126e-1,-4.54820701e-2
8727-6101,7.63120312e-1,8.74570493e-1,1.42461575e0,2.89983341e0,2.06630975e-1,2.79333565e0,1.65281090e-1,1.93227680e-1
8727-6102,-6.55106077e-2,5.93990777e-2,-2.81211305e-1,1.27106935e-1,-3.25400405e-1,2.60219383e-2,-1.49170715e-2,1.91144691e-2
8727-6104,-1.93636314e-1,-1.33473227e-1,-4.23677613e-1,-4.01619065e-1,-2.14923125e-1,-3.35149296e-1,-3.68548799e-2,-3.27831926e-2
8727-9101,-6.18649940e-1,-1.92388202e-1,-1.67292640e0,-6.90530571e-1,-1.28268150e0,-7.56378406e-1,-1.21849970e-1,-3.71361872e-2
8727-9102,-7.34966397e-1,-4.80535703e-1,-1.67297276e0,-1.53149969e0,-8.99904593e-1,-1.40087997e0,-1.45603067e-1,-1.10998631e-1
8728-12701,-4.87142986e-1,-3.65116935e-1,-1.03084343e0,-1.13024757e0,-4.44039014e-1,-9.76220791e-1,-9.67736024e-2,-8.77255864e-2
8728-12702,-3.45588184e-1,-1.70549417e-1,-8.67001700e-1,-5.86070252e-1,-5.71376625e-1,-5.99999564e-1,-6.96374335e-2,-3.55897196e-2
8728-12704,-3.50657761e-1,-4.60230491e-1,-5.66589682e-1,-1.13463393e0,-8.57815444e-2,-7.41427828e-1,-3.13165012e-2,-1.14612219e-1
8728-1901,2.03008044e-1,2.67314563e-3,5.90803551e-1,1.70792502e-2,5.15537869e-1,3.14058154e-2,3.85631836e-2,-2.72673046e-4
8728-3701,1.61718245e0,4.89118520e-1,4.34988981e0,1.72996238e0,3.31236820e0,1.85529266e0,3.18165780e-1,9.69796920e-2
8728-3702,-6.92369245e-2,-1.11595089e-1,-1.27398272e-1,-3.86817406e-1,-1.04150785e-2,-4.01401846e-1,-1.54538824e-2,-2.29530148e-2
8728-3703,-1.81817774e-1,-9.94861780e-2,-4.64662124e-1,-3.50902669e-1,-3.17082135e-1,-3.74530894e-1,-3.66077487e-2,-1.98317855e-2
8728-3704,1.29779570e-1,-6.07080536e-3,3.72747687e-1,-2.04333866e-2,3.19319527e-1,-2.00696441e-2,2.47379913e-2,-1.31493288e-3
8728-6101,4.77314950e-1,3.69277031e-1,1.06533792e0,1.23194166e0,5.10999584e-1,1.20312343e0,9.85480061e-2,8.06811057e-2
8728-6102,3.05909306e-1,1.24403634e-1,7.84210614e-1,4.26960502e-1,5.43210294e-1,4.36253016e-1,6.11199800e-2,2.60137356e-2
8728-6103,4.73580960e-2,9.60201304e-2,4.67204090e-2,3.11126275e-1,-7.45346823e-2,2.88401383e-1,1.09667852e-2,2.19046144e-2
8728-9102,2.03886174e-1,3.51062914e-1,2.18689963e-1,8.65823965e-1,-1.36765966e-1,5.37358514e-1,1.57781013e-2,9.28580992e-2
8931-12701,-4.95622361e-1,-5.58102085e-1,-8.26248921e-1,-1.49306638e0,-1.31115765e-1,-1.03856085e0,-7.52119850e-2,-1.47039852e-1
8931-12703,2.66031104e0,1.00006788e0,6.75028249e0,3.25684475e0,4.66753230e0,3.08003267e0,5.22505427e-1,2.25071031e-1
8931-12704,9.98697222e-1,3.22841859e-1,2.60856152e0,1.07739828e0,1.90264566e0,1.06365447e0,1.95434826e-1,7.00269000e-2
8931-12705,4.31655717e-1,2.54073104e-1,1.04699941e0,8.57476056e-1,6.41720237e-1,8.62315650e-1,8.65007800e-2,5.39383704e-2
8931-1901,1.71342417e0,6.02583638e-1,4.52025207e0,2.11133994e0,3.31314993e0,2.23014372e0,3.39742794e-1,1.21573146e-1
8931-1902,6.94444668e0,8.77636055e-1,1.92772659e1,3.13220247e0,1.55714982e1,3.40770613e0,1.34656942e0,1.71044899e-1
8931-3701,9.84018337e-1,5.78252377e-1,2.36954544e0,1.95632156e0,1.41911346e0,1.95374484e0,2.00016084e-1,1.23717420e-1
8931-3702,2.52583279e0,6.53590261e-1,6.79937031e0,2.28252179e0,5.19774320e0,2.40201989e0,4.95578150e-1,1.32510058e-1
8931-3703,9.20003478e-2,5.68465663e-2,2.43307120e-1,2.12937281e-1,1.72313466e-1,2.45627710e-1,1.89285968e-2,1.01355280e-2
8931-3704,4.75006437e0,1.35932028e0,1.27594491e1,4.76765053e0,9.70745550e0,5.04984560e0,9.33450528e-1,2.73542182e-1
8931-6101,1.67047029e0,4.12101396e-1,4.52167958e0,1.45321713e0,3.48669992e0,1.55106952e0,3.27619873e-1,8.21656193e-2
8931-6103,-8.18740293e-2,-1.45593869e-1,-1.25925204e-1,-4.94023832e-1,3.95051037e-2,-4.94979012e-1,-1.87257422e-2,-3.10332944e-2
8931-6104,7.51419874e-2,1.40529075e-1,9.00393685e-2,4.72516266e-1,-9.57234020e-2,4.61714104e-1,1.83951078e-2,3.05822912e-2
8931-9101,-5.67636063e-1,-2.75934922e-1,-1.42601968e0,-9.46197840e-1,-9.44169865e-1,-9.65849712e-1,-1.14182821e-1,-5.77672139e-2
8932-12703,1.20412458e-1,2.19194074e-1,1.56860016e-1,7.27913115e-1,-1.15694979e-1,7.03365124e-1,2.78459853e-2,4.83015505e-2
8932-12704,-4.48626751e-1,-2.92616469e-1,-1.01405824e0,-9.15781797e-1,-5.43949644e-1,-8.15639537e-1,-8.76872795e-2,-6.89270783e-2
8932-12705,1.29139155e0,6.15658571e-1,3.20430742e0,2.06745176e0,2.07836368e0,2.04217801e0,2.59010163e-1,1.33151020e-1
8932-1902,5.00470211e0,6.84863274e-1,1.38997982e1,2.45408980e0,1.12358313e1,2.68664438e0,9.70402947e-1,1.32438638e-1
8932-3701,8.00067519e-2,1.42517066e-1,1.01676018e-1,4.66582918e-1,-7.92262684e-2,4.40112300e-1,1.82497224e-2,3.20578809e-2
8932-3702,1.89561628e0,8.12133385e-1,4.78936739e0,2.73263792e0,3.23963510e0,2.71128423e0,3.77730892e-1,1.74981515e-1
8932-3703,2.98688181e0,1.49846726e0,7.41132566e0,5.08162001e0,4.78803792e0,5.09779553e0,6.01076455e-1,3.19278433e-1
8932-3704,3.68365017e0,8.80674123e-1,9.98072918e0,3.09457759e0,7.71691846e0,3.28616952e0,7.21532232e-1,1.76674935e-1
8932-6101,1.80382060e0,4.45996192e-1,4.89730172e0,1.56659287e0,3.80456640e0,1.66439432e0,3.52645261e-1,8.94691791e-2
8932-6102,9.10863918e-1,5.57180890e-1,2.11797476e0,1.80607378e0,1.18993607e0,1.68818068e0,1.82583674e-1,1.26510232e-1
8932-6104,8.46319007e-1,1.95940166e-1,2.31660511e0,6.99137251e-1,1.82288990e0,7.60150750e-1,1.65282330e-1,3.82106719e-2
8932-9102,-7.19407462e-1,-4.77038747e-1,-1.66028123e0,-1.58302237e0,-8.92417443e-1,-1.53225515e0,-1.46846433e-1,-1.05067299e-1
8933-12701,8.39792492e-2,1.87861003e-1,5.78888170e-2,4.96938034e-1,-1.32830780e-1,3.61784570e-1,6.15134055e-3,4.64422127e-2
8933-12703,2.85972378e0,7.11178321e-1,7.75322555e0,2.51596790e0,5.99483268e0,2.69903238e0,5.60646811e-1,1.40953377e-1
8933-1901,4.27592435e0,6.91730095e-1,1.18444362e1,2.47625152e0,9.52906513e0,2.70681765e0,8.30133807e-1,1.34022136e-1
8933-1902,2.68832465e0,4.75149851e-1,7.39967072e0,1.68910504e0,5.88617838e0,1.82622172e0,5.23360789e-1,9.33082577e-2
8933-3701,1.92129194e0,5.91543115e-1,5.13479597e0,2.07526106e0,3.86615920e0,2.19771218e0,3.78582543e-1,1.19032527e-1
8933-3702,1.64631086e0,8.90502739e-1,4.09117301e0,3.05470772e0,2.64302978e0,3.12326829e0,3.32012745e-1,1.86184518e-1
8933-3703,3.89022982e-1,1.62420791e-1,1.01200559e0,5.68333530e-1,7.20477197e-1,5.99157957e-1,7.75638905e-2,3.28433033e-2
8933-6101,3.33896485e0,1.27850635e0,8.47227302e0,4.26596828e0,5.78890064e0,4.16964644e0,6.64196901e-1,2.79210044e-1
8933-6102,1.55400333e0,5.94792409e-1,4.03401354e0,2.03911842e0,2.87951334e0,2.08522842e0,3.08041618e-1,1.24397648e-1
8933-6103,4.90287798e0,9.61023618e-1,1.33648764e1,3.37190330e0,1.04524671e1,3.57200956e0,9.57746139e-1,1.93323080e-1
8933-9101,2.66242111e0,8.80112971e-1,6.94505309e0,2.98952556e0,5.01377604e0,3.01194033e0,5.26194464e-1,1.86848540e-1
8934-12703,1.86481540e-1,2.47687225e-1,3.07947665e-1,6.35918123e-1,4.46192723e-2,4.56157024e-1,1.82319782e-2,5.97198826e-2
8934-12704,7.75723829e-1,2.43179578e-1,1.97936285e0,7.57095050e-1,1.40030331e0,6.65488230e-1,1.50274741e-1,5.78331520e-2
8934-1901,1.83415206e0,4.94150203e-1,4.89604298e0,1.71163432e0,3.68432554e0,1.77656513e0,3.60972090e-1,1.01679524e-1
8934-1902,4.25364030e0,1.33220082e0,1.14072747e1,4.70448841e0,8.63736610e0,5.03299135e0,8.37820195e-1,2.64906252e-1
