rank,plateifu,total_power,is_anomalous,p1,p2,p3,p4,p5,p6,p7,ph1,ph2,ph3,ph4,ph5,ph6,ph7
4872,11011-9101,4.86089686e-1,0,9.39380167e-2,8.89977410e-2,8.13167028e-2,7.16388815e-2,6.08511736e-2,4.98619905e-2,3.94851795e-2,-2.815548,-2.488074,-2.157631,-1.822442,-1.480355,-1.128684,-0.764074
4873,8723-3704,4.85730870e-1,0,7.68877594e-3,1.97007218e-2,3.86208654e-2,6.28985883e-2,9.05519657e-2,1.19336285e-1,1.46933667e-1,2.531418,2.432083,2.512099,2.654731,2.825308,3.010809,-3.077765
4874,9502-12701,4.84716653e-1,0,6.15012865e-2,6.32137084e-2,6.58268914e-2,6.90047470e-2,7.23246365e-2,7.53196690e-2,7.75257138e-2,-2.848679,-2.560238,-2.279958,-2.010295,-1.752451,-1.506659,-1.272560
4875,9493-9102,4.83384082e-1,0,7.83811502e-2,7.81838960e-2,7.70470920e-2,7.40291692e-2,6.82982235e-2,5.94862502e-2,4.79583010e-2,0.359073,0.724057,1.099669,1.488933,1.893525,2.314708,2.754693
4876,8723-6102,4.83204517e-1,0,7.64319456e-2,7.51875814e-2,7.31482283e-2,7.03645945e-2,6.69053844e-2,6.28551406e-2,5.83116423e-2,-3.011833,-2.881916,-2.751677,-2.620936,-2.489492,-2.357109,-2.223508
4877,9182-3703,4.82409758e-1,0,6.94127282e-2,6.93407377e-2,6.92177429e-2,6.90393663e-2,6.87997509e-2,6.84918225e-2,6.81076100e-2,0.115958,0.231737,0.347160,0.462054,0.576248,0.689576,0.801880
4878,8618-9101,4.80950310e-1,0,5.63281673e-2,5.96782520e-2,6.45275451e-2,6.99005829e-2,7.46629909e-2,7.77085340e-2,7.81442379e-2,-3.102441,-3.052139,-2.983400,-2.893959,-2.785307,-2.660881,-2.524834
4879,8713-3704,4.79978332e-1,0,4.34824339e-2,4.82590744e-2,5.58230915e-2,6.56166922e-2,7.69303967e-2,8.89653124e-2,1.00901331e-1,0.498112,0.979573,1.434711,1.861881,2.264287,2.646753,3.013976
4880,10516-3702,4.79633297e-1,0,7.84876150e-2,7.67695658e-2,7.39731668e-2,7.01956379e-2,6.55666622e-2,6.02423839e-2,5.43982656e-2,0.149941,0.299941,0.450066,0.600386,0.750984,0.901964,1.053454
4881,7992-6104,4.79492404e-1,0,8.77031817e-2,8.39739818e-2,7.81018043e-2,7.05648817e-2,6.19639079e-2,5.29624367e-2,4.42222097e-2,-3.003817,-2.867956,-2.736075,-2.610550,-2.494251,-2.390729,-2.304333
4882,9869-3704,4.78939332e-1,0,8.75032360e-2,8.46039644e-2,7.96123485e-2,7.24182014e-2,6.30816690e-2,5.19583309e-2,3.97615818e-2,-2.957814,-2.772071,-2.582786,-2.389091,-2.191061,-1.989968,-1.788812
4883,11745-12703,4.78918146e-1,0,1.85766615e-1,1.43310951e-1,8.91744619e-2,4.05804953e-2,1.01328465e-2,1.33281052e-3,8.61996587e-3,-2.687420,-2.237425,-1.798974,-1.392404,-1.113207,-1.964322,-2.551419
4884,8483-9101,4.78721484e-1,0,8.75796902e-2,8.42603064e-2,7.88049668e-2,7.13981368e-2,6.23950766e-2,5.23428652e-2,4.19404422e-2,-2.853356,-2.562929,-2.268320,-1.967863,-1.660258,-1.344494,-1.019692
4885,8092-3701,4.78644355e-1,0,5.83916902e-2,6.01738088e-2,6.30489771e-2,6.68787891e-2,7.14776301e-2,7.66205428e-2,8.20529168e-2,-3.012326,-2.879902,-2.741635,-2.595613,-2.440773,-2.276788,-2.103855
4886,8132-6104,4.77986765e-1,0,4.55166486e-3,1.77169055e-2,3.80890983e-2,6.35237894e-2,9.14092382e-2,1.18990896e-1,1.43705173e-1,-1.394419,-1.217271,-1.041547,-0.867640,-0.696181,-0.527919,-0.363721
4887,11011-12701,4.77550681e-1,0,1.23584484e-2,3.40411344e-2,6.19835235e-2,8.68781454e-2,1.00582644e-1,9.88762690e-2,8.28305163e-2,-1.878557,-1.299220,-0.889997,-0.537798,-0.216232,0.079769,0.344390
4888,8152-3703,4.77348712e-1,0,8.25759863e-2,8.00072565e-2,7.58669930e-2,7.03571653e-2,6.37423126e-2,5.63329076e-2,4.84660906e-2,-2.957238,-2.772600,-2.587375,-2.401215,-2.213703,-2.024308,-1.832327
4889,8456-6101,4.77210668e-1,0,7.15139515e-2,7.09721860e-2,7.00755800e-2,6.88336106e-2,6.72594851e-2,6.53700699e-2,6.31857847e-2,-3.026457,-2.911323,-2.796190,-2.681065,-2.565953,-2.450866,-2.335821
4890,11871-9102,4.76468987e-1,0,8.98181573e-2,8.54046543e-2,7.85445085e-2,6.99146480e-2,6.03390773e-2,5.06860062e-2,4.17619352e-2,-2.992052,-2.845044,-2.703301,-2.569961,-2.448761,-2.344145,-2.261074
4891,8143-6103,4.75617624e-1,0,6.71695135e-2,6.72947161e-2,6.75022005e-2,6.77901783e-2,6.81561285e-2,6.85967824e-2,6.91081044e-2,0.084554,0.169132,0.253757,0.338454,0.423244,0.508151,0.593196
4892,8592-6101,4.75404539e-1,0,7.98515369e-2,7.77267778e-2,7.42991862e-2,6.97316205e-2,6.42373586e-2,5.80666820e-2,5.14913766e-2,0.166556,0.332487,0.497134,0.659778,0.819598,0.975628,1.126697
4893,11013-12703,4.74900090e-1,0,1.17872416e-1,1.06220160e-1,8.88704699e-2,6.84669795e-2,4.79026648e-2,2.97524634e-2,1.58149358e-2,-2.851186,-2.562679,-2.278366,-2.001524,-1.737577,-1.496841,-1.302191
4894,8986-12704,4.74677504e-1,0,7.95786745e-2,7.75302425e-2,7.42048987e-2,6.97311948e-2,6.42803254e-2,5.80579179e-2,5.12942502e-2,-3.001446,-2.861383,-2.721491,-2.581871,-2.442643,-2.303958,-2.166012
4895,10497-12704,4.74101171e-1,0,1.92426205e-2,2.74676368e-2,4.09150674e-2,5.92024748e-2,8.18120300e-2,1.08107336e-1,1.37354006e-1,-0.307568,-0.522130,-0.639339,-0.690095,-0.699722,-0.683741,-0.651290
4896,9498-3701,4.73940769e-1,0,6.72820138e-2,6.73638534e-2,6.74934396e-2,6.76607598e-2,6.78522055e-2,6.80509682e-2,6.82375290e-2,0.134510,0.268786,0.402597,0.535725,0.667964,0.799126,0.929042
4897,11946-6104,4.73394461e-1,0,4.38624049e-2,4.82349441e-2,5.52308663e-2,6.44302057e-2,7.52790191e-2,8.71211358e-2,9.92358851e-2,-0.075368,-0.136568,-0.174781,-0.187689,-0.177291,-0.147339,-0.101761
4898,12485-3704,4.73208159e-1,0,5.61384970e-2,5.84773745e-2,6.21156462e-2,6.66905905e-2,7.17454459e-2,7.67736533e-2,8.12669513e-2,0.095830,0.197517,0.309597,0.434625,0.573290,0.724972,0.888332
4899,7977-3702,4.72791710e-1,0,6.89324215e-2,6.87100544e-2,6.83406847e-2,6.78261622e-2,6.71690512e-2,6.63726045e-2,6.54407315e-2,0.141587,0.283210,0.424905,0.566707,0.708650,0.850765,0.993082
4900,7959-3703,4.72772762e-1,0,5.69321359e-2,5.88283264e-2,6.18857220e-2,6.59549178e-2,7.08364564e-2,7.62899793e-2,8.20452240e-2,0.011685,0.026856,0.048435,0.078419,0.117820,0.166820,0.225021
4901,9035-12701,4.72742096e-1,0,2.34133999e-2,5.24007722e-2,8.40426515e-2,1.02356754e-1,9.81044120e-2,7.31837177e-2,3.92403894e-2,2.809083,2.962958,-2.985142,-2.583478,-2.148424,-1.688668,-1.196633
4902,8324-3701,4.72272484e-1,0,5.67639764e-2,5.85868614e-2,6.15645027e-2,6.56078301e-2,7.05954682e-2,7.63769731e-2,8.27768717e-2,0.052509,0.107910,0.168672,0.236567,0.312586,0.397037,0.489711
4903,8713-12702,4.72023838e-1,0,6.90018122e-2,7.62366853e-2,8.26327837e-2,8.27014952e-2,7.32565733e-2,5.51412772e-2,3.30532114e-2,-2.977935,-2.772621,-2.510932,-2.198732,-1.846646,-1.462075,-1.045158
4904,8596-12701,4.71457246e-1,0,1.19227439e-1,1.06477865e-1,8.78542978e-2,6.65894169e-2,4.60159058e-2,2.88103114e-2,1.64820098e-2,-2.864054,-2.590541,-2.325850,-2.076632,-1.853277,-1.673465,-1.568053
4905,9048-1901,4.71057672e-1,0,8.00547447e-2,7.78192518e-2,7.41964610e-2,6.93354446e-2,6.34342726e-2,5.67300997e-2,4.94873976e-2,-2.973290,-2.805015,-2.636798,-2.468673,-2.300677,-2.132863,-1.965295
4906,10512-12704,4.70879144e-1,0,1.26711195e-1,1.12411047e-1,9.12888994e-2,6.68098886e-2,4.27661590e-2,2.25193567e-2,8.37259935e-3,-2.830210,-2.518467,-2.205887,-1.891683,-1.574275,-1.249727,-0.904514
4907,9086-12703,4.70625217e-1,0,1.07589704e-1,9.83174508e-2,8.44778422e-2,6.81155592e-2,5.14422350e-2,3.63935877e-2,2.42888387e-2,0.302129,0.601174,0.893621,1.174996,1.439135,1.677172,1.876524
4908,12495-12704,4.70573045e-1,0,7.71507910e-2,8.46537393e-2,8.92962065e-2,8.45622775e-2,6.84587109e-2,4.48984789e-2,2.15528409e-2,0.782097,1.516500,2.188841,2.808207,-2.895181,-2.345119,-1.821017
4909,9894-3702,4.70245551e-1,0,6.22523571e-2,6.32599307e-2,6.48289013e-2,6.68026604e-2,6.89789852e-2,7.11254723e-2,7.29972438e-2,0.266194,0.530087,0.789650,1.043317,1.290059,1.529352,1.761075
4910,12673-9102,4.70103722e-1,0,1.08652724e-1,9.95440478e-2,8.57151650e-2,6.89519241e-2,5.13178640e-2,3.48200985e-2,2.11018983e-2,-2.909115,-2.678650,-2.452590,-2.234244,-2.028832,-1.845607,-1.702967
4911,11744-1902,4.70046597e-1,0,6.82622288e-2,6.80866956e-2,6.77940414e-2,6.73841474e-2,6.68569037e-2,6.62122646e-2,6.54503153e-2,0.119707,0.239361,0.358910,0.478303,0.597486,0.716411,0.835029
4912,7959-3702,4.69831217e-1,0,4.85670292e-2,5.16642796e-2,5.67510597e-2,6.37152681e-2,7.24017368e-2,8.26141495e-2,9.41176945e-2,3.114479,3.094240,3.086100,3.092869,3.115186,-3.130929,-3.080604
4913,9496-9102,4.69665117e-1,0,7.20367738e-2,7.19672524e-2,7.14339835e-2,6.99260893e-2,6.69317327e-2,6.20845261e-2,5.52847595e-2,0.422879,0.841508,1.252368,1.653101,2.042519,2.420316,2.786664
4914,8083-9101,4.69561780e-1,0,4.51716579e-2,4.93190915e-2,5.59012448e-2,6.44493208e-2,7.43578563e-2,8.49304986e-2,9.54321103e-2,-3.127743,-3.100403,-3.050899,-2.976523,-2.878654,-2.760419,-2.625180
4915,11948-3701,4.69050070e-1,0,6.38183119e-2,6.45204160e-2,6.55933801e-2,6.69011509e-2,6.82717208e-2,6.95132604e-2,7.04318293e-2,0.288430,0.574831,0.857370,1.134567,1.405354,1.669070,1.925389
4916,8591-3704,4.68889609e-1,0,5.04922456e-2,5.31628008e-2,5.75839190e-2,6.37112211e-2,7.14832361e-2,8.08220511e-2,9.16341356e-2,-0.080399,-0.155911,-0.222626,-0.278150,-0.321584,-0.353162,-0.373792
4917,8079-1902,4.68548353e-1,0,2.67931033e-2,3.41016489e-2,4.58246928e-2,6.13045273e-2,7.96766313e-2,9.99216135e-2,1.20926136e-1,3.013599,2.938810,2.930958,2.977947,3.063943,-3.106291,-2.974401
4918,12483-9102,4.68308731e-1,0,6.66874024e-2,6.67212060e-2,6.67775283e-2,6.68563434e-2,6.69576157e-2,6.70812987e-2,6.72273363e-2,-3.114717,-3.087846,-3.060988,-3.034146,-3.007328,-2.980539,-2.953784
4919,8619-9101,4.68151328e-1,0,6.35761265e-2,6.41464642e-2,6.50748125e-2,6.63284266e-2,6.78626060e-2,6.96218137e-2,7.15410787e-2,-2.949019,-2.757204,-2.566863,-2.378635,-2.193057,-2.010549,-1.831414
4920,9093-12701,4.67978643e-1,0,1.19769188e-1,1.06733189e-1,8.77353376e-2,6.60984503e-2,4.51885583e-2,2.76315815e-2,1.48223381e-2,-2.718095,-2.293384,-1.865985,-1.433793,-0.993404,-0.538751,-0.058030
4921,8601-9101,4.67953924e-1,0,6.52099665e-2,6.62503147e-2,6.75585180e-2,6.85838039e-2,6.87134162e-2,6.73941010e-2,6.42438037e-2,0.391932,0.778626,1.155879,1.521075,1.873133,2.212093,2.538604
4922,8314-6104,4.67911783e-1,0,3.97482262e-3,1.50503440e-2,3.29743098e-2,5.69710918e-2,8.60077745e-2,1.18843727e-1,1.54089713e-1,-1.194680,-1.179489,-1.086017,-0.972544,-0.851218,-0.726185,-0.599282
4923,11760-6102,4.67812062e-1,0,8.59157843e-2,8.22173370e-2,7.63934397e-2,6.89151231e-2,6.03683771e-2,5.13917520e-2,4.26102490e-2,-2.976950,-2.813969,-2.654429,-2.500357,-2.354168,-2.218827,-2.097975
4924,8624-3701,4.67626768e-1,0,6.85547148e-2,6.82709471e-2,6.78012893e-2,6.71506234e-2,6.63256831e-2,6.53349551e-2,6.41885554e-2,-3.021625,-2.901586,-2.781401,-2.660999,-2.540307,-2.419249,-2.297752
4925,8154-6103,4.67180598e-1,0,5.80769054e-2,5.95612854e-2,6.19819379e-2,6.52606353e-2,6.92912878e-2,7.39432377e-2,7.90653086e-2,0.004824,0.011887,0.023149,0.040098,0.063673,0.094291,0.131955
4926,10510-12705,4.65991533e-1,0,8.12610171e-2,7.86902573e-2,7.45176422e-2,6.89109527e-2,6.21034894e-2,5.43899539e-2,4.61182205e-2,0.168436,0.336695,0.504542,0.671619,0.837365,1.000887,1.160776
4927,8942-3702,4.65941803e-1,0,2.18825161e-2,2.96896064e-2,4.23528050e-2,5.93650145e-2,8.00472100e-2,1.03577639e-1,1.29027012e-1,-2.664745,-2.262133,-1.943825,-1.687761,-1.472559,-1.283999,-1.113332
4928,9503-6103,4.65872380e-1,0,3.23909566e-2,3.84411120e-2,4.82201766e-2,6.12856061e-2,7.70457330e-2,9.47862805e-2,1.13702515e-1,-0.055024,-0.078699,-0.057745,0.005013,0.100817,0.221054,0.358997
4929,8564-3702,4.65837327e-1,0,7.60601044e-2,7.46891267e-2,7.23152002e-2,6.88394561e-2,6.41849869e-2,5.83420371e-2,5.14064154e-2,0.353538,0.705584,1.054779,1.399990,1.740364,2.075322,2.404510
4930,8334-9101,4.65742863e-1,0,4.96252509e-2,5.23788802e-2,5.69306666e-2,6.32247394e-2,7.11839165e-2,8.07107248e-2,9.16886847e-2,-2.922470,-2.708664,-2.504377,-2.312104,-2.132694,-1.965788,-1.810335
4931,8079-12702,4.65360206e-1,0,7.79562056e-2,7.59079455e-2,7.26075121e-2,6.82157454e-2,6.29404321e-2,5.70209789e-2,5.07113867e-2,-2.929716,-2.717941,-2.506373,-2.295124,-2.084318,-1.874095,-1.664616
4932,8486-12705,4.64379456e-1,0,1.22041785e-2,3.57254374e-2,6.46714639e-2,8.82257428e-2,9.82096402e-2,9.20703979e-2,7.32725949e-2,-0.517593,-0.233456,0.205302,0.692565,1.205056,1.737972,2.295071
4933,8614-12704,4.64241899e-1,0,4.94495819e-2,5.38206746e-2,6.02011924e-2,6.73964347e-2,7.40292040e-2,7.87725530e-2,8.05722581e-2,-2.676789,-2.229526,-1.810221,-1.421171,-1.059876,-0.722393,-0.405170
4934,9514-6103,4.62502853e-1,0,8.97000172e-3,1.97145662e-2,3.67925336e-2,5.90263966e-2,8.48957534e-2,1.12652421e-1,1.40451181e-1,2.630857,2.481747,2.508394,2.605492,2.735234,2.882164,3.038942
4935,7958-6102,4.62321072e-1,0,6.86227531e-2,6.83288257e-2,6.77819808e-2,6.69040128e-2,6.55993130e-2,6.37673558e-2,6.13168309e-2,-2.895882,-2.651026,-2.407828,-2.166994,-1.929110,-1.694632,-1.463900
4936,9498-6104,4.62081871e-1,0,5.27843183e-2,5.75663753e-2,6.39523196e-2,7.00190995e-2,7.38447247e-2,7.40040970e-2,6.99109366e-2,0.110955,0.243393,0.408266,0.605503,0.829373,1.072825,1.329314
4937,10001-12701,4.61813928e-1,0,1.33168752e-1,1.16022581e-1,9.11746327e-2,6.32618232e-2,3.71301508e-2,1.67341596e-2,4.32182898e-3,-2.791290,-2.440517,-2.088637,-1.734534,-1.375766,-1.005331,-0.590855
4938,8454-3702,4.61749235e-1,0,7.48525915e-2,7.33872336e-2,7.09686243e-2,6.76365020e-2,6.34539940e-2,5.85128660e-2,5.29374233e-2,0.304809,0.609333,0.913291,1.216410,1.518423,1.819068,2.118080
4939,11011-9102,4.61392897e-1,0,5.85653919e-2,5.97990667e-2,6.18218153e-2,6.45844164e-2,6.80196232e-2,7.20437766e-2,7.65588073e-2,-2.956243,-2.772550,-2.592005,-2.415810,-2.244809,-2.079494,-1.920047
4940,8715-12704,4.59896334e-1,0,1.69415052e-1,1.32328826e-1,8.51873439e-2,4.28376311e-2,1.56494935e-2,5.92186858e-3,8.55611876e-3,-2.744107,-2.356326,-1.993600,-1.690894,-1.555771,-1.888176,-2.305841
4941,9491-12701,4.59114337e-1,0,6.76016447e-2,6.72842473e-2,6.67548222e-2,6.60129016e-2,6.50581710e-2,6.38907886e-2,6.25117617e-2,-2.984362,-2.827275,-2.670474,-2.514102,-2.358297,-2.203197,-2.048937
4942,8602-1901,4.58119093e-1,0,6.39848992e-2,6.42481884e-2,6.46720937e-2,6.52347040e-2,6.59062398e-2,6.66499216e-2,6.74230466e-2,0.183450,0.366487,0.548718,0.729781,0.909362,1.087202,1.263101
4943,8652-3702,4.57487700e-1,0,7.17966863e-2,7.07213574e-2,6.89555087e-2,6.65381444e-2,6.35227596e-2,5.99761857e-2,5.59770583e-2,0.213074,0.425994,0.638605,0.850751,1.062273,1.273008,1.482787
4944,12082-12703,4.57339174e-1,0,5.67412624e-2,6.14928319e-2,6.73301590e-2,7.18050119e-2,7.26278405e-2,6.83789585e-2,5.89631100e-2,-3.047321,-2.930135,-2.778687,-2.593489,-2.380985,-2.149083,-1.905695
4945,8326-6103,4.57087124e-1,0,4.66368971e-2,5.35108528e-2,6.26599069e-2,7.12742542e-2,7.65417072e-2,7.63966295e-2,7.00668767e-2,-3.093117,-3.008037,-2.872372,-2.690784,-2.473624,-2.230196,-1.967188
4946,8312-6103,4.56995707e-1,0,1.47100164e-2,2.88147198e-2,4.88721636e-2,7.05447856e-2,8.92244486e-2,1.01058586e-1,1.03770987e-1,2.840229,2.840057,3.009984,-3.028043,-2.744739,-2.438226,-2.114489
4947,12682-12702,4.56801778e-1,0,8.39441545e-2,8.04322681e-2,7.48524398e-2,6.75886157e-2,5.91289970e-2,5.00227879e-2,4.08325153e-2,-2.867616,-2.592790,-2.316184,-2.036700,-1.752940,-1.463034,-1.164361
4948,9864-9102,4.56153518e-1,0,2.03772509e-2,3.09456720e-2,4.67217275e-2,6.52645591e-2,8.37324545e-2,9.93365430e-2,1.09775311e-1,2.974433,2.942657,3.032545,-3.087482,-2.881839,-2.650005,-2.400518
4949,8481-9101,4.56010705e-1,0,3.02460027e-2,4.05752191e-2,5.50996020e-2,7.04036762e-2,8.28103095e-2,8.91941557e-2,8.76817399e-2,3.074775,3.095549,-3.072750,-2.891755,-2.668578,-2.418029,-2.148663
4950,12487-6103,4.55958045e-1,0,7.09933052e-2,6.99264521e-2,6.82200402e-2,6.59723959e-2,6.33037376e-2,6.03409482e-2,5.72011654e-2,-2.923769,-2.706866,-2.491742,-2.279126,-2.069554,-1.863292,-1.660285
4951,11976-9102,4.55814417e-1,0,1.08855944e-1,9.90042749e-2,8.41850392e-2,6.64664059e-2,4.81582321e-2,3.13899215e-2,1.77546001e-2,-2.824196,-2.506683,-2.188918,-1.870725,-1.551833,-1.231783,-0.909657
4952,8077-12701,4.55811255e-1,0,1.34158647e-1,1.16034463e-1,9.00446654e-2,6.13297022e-2,3.50836797e-2,1.52889516e-2,3.87114637e-3,-2.756676,-2.370487,-1.981294,-1.586038,-1.177967,-0.737524,-0.175026
4953,8718-6102,4.54958551e-1,0,7.60819101e-2,7.36354328e-2,6.99166271e-2,6.54090618e-2,6.06890876e-2,5.63430532e-2,5.28833789e-2,-2.775997,-2.407346,-2.032647,-1.649113,-1.254506,-0.847729,-0.429595
4954,8247-6104,4.54503418e-1,0,8.27575762e-2,7.80262945e-2,7.13472516e-2,6.40999037e-2,5.75170901e-2,5.23023227e-2,4.84529793e-2,-2.618881,-2.090335,-1.550936,-0.997773,-0.431880,0.140366,0.708141
4955,7979-12701,4.54424197e-1,0,4.08291495e-2,4.57484116e-2,5.33948378e-2,6.30016425e-2,7.36113977e-2,8.41758024e-2,9.36629557e-2,-0.016656,-0.013284,0.020916,0.086794,0.179831,0.294147,0.424365
4956,8438-6101,4.54287041e-1,0,6.32323755e-2,6.37719323e-2,6.45320677e-2,6.53217926e-2,6.59069410e-2,6.60385812e-2,6.54833509e-2,-2.812936,-2.486587,-2.164587,-1.848527,-1.539480,-1.238035,-0.944406
4957,9091-9102,4.53837463e-1,0,7.69745426e-2,7.51603346e-2,7.20255443e-2,6.74818732e-2,6.15343464e-2,5.43534286e-2,4.63073929e-2,0.230771,0.462624,0.696267,0.931722,1.168111,1.403489,1.634681
4958,10496-12701,4.52759503e-1,0,7.95185908e-2,7.68079225e-2,7.24675189e-2,6.67481913e-2,5.99720836e-2,5.25070526e-2,4.47381434e-2,-2.971923,-2.802830,-2.634922,-2.468876,-2.305482,-2.145700,-1.990741
4959,8318-1902,4.52113043e-1,0,7.17693922e-2,7.05165275e-2,6.84849584e-2,6.57554343e-2,6.24332489e-2,5.86412929e-2,5.45121886e-2,-2.862399,-2.582752,-2.302195,-2.020277,-1.736548,-1.450566,-1.161903
4960,7961-9101,4.51917976e-1,0,6.35059916e-2,6.36947554e-2,6.39993690e-2,6.44049111e-2,6.48906485e-2,6.54302402e-2,6.59920604e-2,-2.913450,-2.685677,-2.458636,-2.232673,-2.008112,-1.785251,-1.564356
4961,11950-9102,4.51344823e-1,0,5.52871253e-2,5.67954295e-2,5.92835396e-2,6.27132878e-2,6.70320871e-2,7.21737618e-2,7.80595922e-2,-2.973934,-2.808353,-2.646690,-2.490366,-2.340315,-2.197000,-2.060500
4962,12084-3702,4.51309134e-1,0,8.00586008e-2,7.71210379e-2,7.24559744e-2,6.63889802e-2,5.93363464e-2,5.17699966e-2,4.41781982e-2,-3.002802,-2.865497,-2.731266,-2.601915,-2.479590,-2.366914,-2.267113
4963,8080-3702,4.51236048e-1,0,6.15804842e-2,6.20938033e-2,6.29224077e-2,6.40270402e-2,6.53549582e-2,6.68420371e-2,6.84153170e-2,-3.070168,-2.997995,-2.924377,-2.848707,-2.770507,-2.689430,-2.605271
4964,11955-12701,4.51089202e-1,0,1.19761479e-1,1.05499025e-1,8.50312912e-2,6.22905597e-2,4.11142382e-2,2.43000085e-2,1.30926009e-2,-2.841013,-2.545142,-2.259626,-1.992413,-1.756235,-1.573526,-1.484433
4965,8996-3702,4.50726029e-1,0,5.65856949e-2,5.78114258e-2,5.98578982e-2,6.27297401e-2,6.64319576e-2,7.09685399e-2,7.63407727e-2,-0.036587,-0.071937,-0.104901,-0.134490,-0.159917,-0.180619,-0.196245
4966,11016-12705,4.49817939e-1,0,4.65142852e-2,5.00754771e-2,5.56428946e-2,6.26977396e-2,7.05768839e-2,7.85295006e-2,8.57811584e-2,-2.796526,-2.462863,-2.148246,-1.855442,-1.583615,-1.330165,-1.092048
4967,8623-9102,4.49762733e-1,0,4.62497782e-3,1.53424812e-2,3.25945252e-2,5.54998716e-2,8.28917813e-2,1.13380637e-1,1.45428459e-1,1.273916,1.682470,1.948714,2.174844,2.384673,2.586562,2.784238
4968,11832-12701,4.49722215e-1,0,1.11361624e-1,1.00628334e-1,8.45196991e-2,6.53474107e-2,4.57108114e-2,2.80277221e-2,1.41266128e-2,-2.835377,-2.528951,-2.222055,-1.914313,-1.605078,-1.293049,-0.974990
4969,12685-3702,4.49679164e-1,0,7.52542752e-2,7.33387266e-2,7.02282076e-2,6.60417840e-2,6.09383040e-2,5.51090320e-2,4.87688342e-2,-2.972912,-2.803990,-2.634571,-2.464369,-2.293052,-2.120213,-1.945331
4970,8465-6104,4.49349336e-1,0,1.33378624e-2,2.76407428e-2,4.79694658e-2,6.98806753e-2,8.86022959e-2,1.00078050e-1,1.01840244e-1,-2.180409,-1.563658,-1.121014,-0.749443,-0.410806,-0.089090,0.223770
4971,11955-12705,4.49318657e-1,0,3.25575455e-2,3.92719830e-2,4.95958214e-2,6.23413484e-2,7.60552338e-2,8.91935384e-2,1.00303187e-1,3.081085,3.061099,3.095547,-3.105497,-2.987831,-2.845168,-2.685172
4972,8441-1901,4.48858257e-1,0,5.35706274e-2,5.56478474e-2,5.89126400e-2,6.30849226e-2,6.78028834e-2,7.26504590e-2,7.71888776e-2,-3.107939,-3.069260,-3.021565,-2.962460,-2.891117,-2.807875,-2.713768
4973,8950-1901,4.47644939e-1,0,6.27866711e-3,1.61004677e-2,3.21408379e-2,5.39183247e-2,8.07833571e-2,1.11941512e-1,1.46481773e-1,1.005725,1.513978,1.842905,2.108965,2.347367,2.571547,2.787665
4974,8455-1902,4.47624290e-1,0,6.74407975e-2,6.68903794e-2,6.59715612e-2,6.46830663e-2,6.30248276e-2,6.09995037e-2,5.86141547e-2,0.223531,0.446853,0.669760,0.892063,1.113587,1.334179,1.553713
4975,8440-12704,4.47232503e-1,0,5.51463681e-2,5.70355114e-2,5.99355694e-2,6.34981271e-2,6.72819649e-2,7.07947636e-2,7.35401985e-2,-3.029326,-2.911937,-2.785346,-2.647069,-2.496180,-2.332908,-2.158143
4976,9181-6102,4.47131260e-1,0,1.00203249e-1,9.25925132e-2,8.08671144e-2,6.63263308e-2,5.05326672e-2,3.51038652e-2,2.15055201e-2,-2.910271,-2.679758,-2.450992,-2.225224,-2.004362,-1.791749,-1.594240
4977,8554-9101,4.46073088e-1,0,8.60403066e-2,8.09351897e-2,7.32954795e-2,6.42351423e-2,5.49803474e-2,4.66300885e-2,3.99565337e-2,-2.982890,-2.828812,-2.684162,-2.553946,-2.443006,-2.354889,-2.289746
4978,8143-1902,4.44704153e-1,0,4.78447254e-3,1.53061855e-2,3.22582804e-2,5.47977619e-2,8.18087317e-2,1.11962157e-1,1.43786564e-1,-1.947404,-1.552347,-1.309837,-1.111952,-0.932825,-0.763406,-0.599761
4979,8651-6104,4.44471157e-1,0,4.81616299e-2,5.09224460e-2,5.54087419e-2,6.14039815e-2,6.85359740e-2,7.62461870e-2,8.37921966e-2,0.329703,0.657214,0.980958,1.300271,1.615330,1.926865,2.235867
4980,8154-12703,4.44291792e-1,0,2.23340222e-2,7.11454820e-2,1.11380788e-1,1.14837556e-1,8.11384950e-2,3.55893663e-2,7.86608294e-3,2.372895,2.919449,-2.752607,-2.111465,-1.430612,-0.652252,0.560691
4981,11949-12701,4.43718906e-1,0,9.60451649e-2,8.92575100e-2,7.87868108e-2,6.57657890e-2,5.15424243e-2,3.74911826e-2,2.48300239e-2,-2.838668,-2.535403,-2.231409,-1.926191,-1.619030,-1.308780,-0.993362
4982,9868-9102,4.43561907e-1,0,8.87448476e-2,8.37994547e-2,7.60210252e-2,6.60540278e-2,5.47042026e-2,4.28557623e-2,3.13825870e-2,-2.886648,-2.631524,-2.376025,-2.119912,-1.862872,-1.604444,-1.343894
4983,9485-6103,4.43176029e-1,0,5.58508468e-2,5.71394227e-2,5.92363730e-2,6.20673693e-2,6.55316697e-2,6.95053106e-2,7.38450368e-2,-2.941166,-2.742787,-2.548266,-2.359006,-2.175927,-1.999486,-1.829758
4984,9886-1901,4.42911891e-1,0,6.61156238e-2,6.56531929e-2,6.48886050e-2,6.38309543e-2,6.24927727e-2,6.08898340e-2,5.90409086e-2,0.091290,0.182520,0.273628,0.364552,0.455225,0.545578,0.635537
